thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
39,6.365833947984341,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,0-0gFuDwmXI,https://www.youtube.com/watch?v=0-0gFuDwmXI,How to Create Cinematic AI Videos (No-BS Guide),2025-10-07T12:28:54Z,4999,5,50,7,0,0,0,1,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,This is hands down one of the most realistic breakdowns of the current AI-video landscape. You perfectly explained why “character consistency” is the real bottleneck — not model power. Massive respect for showing an actual workflow instead of hype.
40,6.361444487020676,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,eAWkezTcIlM,https://www.youtube.com/watch?v=eAWkezTcIlM,CLAUDE GOT BANNED - NOW THEY WILL KILL IT (LIVESTREAM),2026-02-28T21:23:33Z,2802,2,12,1,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; AI mention in video metadata; higher engagement,"I cancelled my OpenAI sub today. Altman is deplorable. He fake applauded Anthropic and then two hours later, signed up with Trump and Hegseth. Personally, I hope OpenAI just get what's coming to them."
41,6.347293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,rITtk9H4d_w,https://www.youtube.com/watch?v=rITtk9H4d_w,AX is the new UX,2025-11-08T19:00:55Z,19748,1,1,0,0,0,0,0,1,1,0,0,3,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; AI mention in comment,Great insight! AX is definitely reshaping how we think about design. Shifting focus from just end-users to empowering the agents behind the scenes is a game-changer for AI-driven workflows.
42,6.3197450399178425,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,JHF2t-S2nm0,https://www.youtube.com/watch?v=JHF2t-S2nm0,Skills I'm Learning In 2026,2026-01-05T14:12:36Z,4681,1,96,5,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel; higher engagement,00:38 Skill #1: Personal Finance 04:13 Skill #2: AI 07:20 Skill #3: Business
43,6.312102675942957,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,iRTK-jsfleg,https://www.youtube.com/watch?v=iRTK-jsfleg,95% of People STILL Prompt ChatGPT-5 Wrong,2025-09-23T13:15:09Z,5055,9,40,5,0,0,0,1,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,🦾 HubSpot’s ChatGPT Playbook: https://clickhubspot.com/65d274 TIMESTAMPS 00:00 Why ChatGPT-5 is WORSE than before 00:34 Update #1 from OpenAI 01:29 Update #2 from OpenAI 02:10 Tip 1: Router Nudge Phrases 04:32 Tip 2: Verbosity Control 06:18 Tip 3: OpenAI’s Prompt Optimizer 08:12 Tip 4: Create an XML Sandwich 09:55 Tip 5: The Perfection Loop 11:26 ChatGPT-5 Updates Recap
44,6.31099557542412,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,HeuHwp86bUM,https://www.youtube.com/watch?v=HeuHwp86bUM,Dr Mike Israetel on AI Consciousness,2025-06-26T04:27:09Z,18467,3,4,3,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; AI mention in video metadata,"Even scientifically we don't know what consciousness is, and it is 'magically' escaping our understanding even today, despite all our efforts to understand it, and our technical advantages. We know so much less than we think, that it's embarrassing. Faking the current level of consciousness of most humans can work to a certain point, but we don't know what consciousness is, and therefore we don't yet know the limits of it. We only know our own limits with it, and even then some appear to have gone way beyond most people's current level of consciousness. In short, his is a very simplistic interpretation of consciousness."
45,6.283102631509844,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,4KFPaovFXbc,https://www.youtube.com/watch?v=4KFPaovFXbc,Both Google Deepmind and John Carmack Are Building Videogame Simulations for Training AGI,2025-07-03T07:07:34Z,18360,3,3,3,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; AI mention in video metadata,Can you run a simulation inside a simulation with the same fidelity and complexity without burdening the original simulation? It seems to me that you can have a matix style simulation with people playing videogames in the simulated world but you can't have that go on for ever because you have limited amounts of energy and limited amount of processing capacity. Even quantum computing has it's limits.
46,6.263819339640889,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,4RtUJkjrKMI,https://www.youtube.com/watch?v=4RtUJkjrKMI,Surprise Video - What A Time To Be Alive!,2026-01-31T13:45:42Z,15061,15,55,0,0,0,0,1,0,1,0,1,20,0.35,0.35,spanish_like,0,skepticism lexical cue; AI mention in comment; historically skepticism-rich channel; higher engagement,100% expected this to be a video about an AI creating a fake video of Dr Zsolnai-Fehér playing the guitar. What an amazingly pleasant surprise!
47,6.239079149444516,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,I5y6hYfVY5o,https://www.youtube.com/watch?v=I5y6hYfVY5o,I Built an AI App to Make Manga (From Zero Art Skills),2026-02-04T14:40:00Z,4605,1,68,3,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel; higher engagement,Awesome! Lets use artist's artworks to train your software without their consent and then replace them with your AI service
48,6.235116912493244,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,RaNay3x0Fmk,https://www.youtube.com/watch?v=RaNay3x0Fmk,NVIDIA’s New AI: Erasing Reality,2026-02-06T14:05:24Z,15012,6,19,0,0,0,0,1,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; historically skepticism-rich channel,Finally we can capture moments that never happened
49,6.220429167593357,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Beauty,UCdq0b9cF2K7faJqYhG4pqgA,ylf_7MTmIYQ,https://www.youtube.com/watch?v=ylf_7MTmIYQ,#makeup #stitch,2026-01-17T21:17:52Z,13595,1,11,3,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,Youtube's not really working out for you is it? 😂😂😂
50,6.205921068550492,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,opghSX24clM,https://www.youtube.com/watch?v=opghSX24clM,This Broke My Brain - These Humans Aren’t Real,2026-01-29T10:29:06Z,15085,19,5,2,0,0,0,1,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; historically skepticism-rich channel,"They've been teasing Codec avatars for ages now. They really should make some version available on the Quest Pro/Quest 3, even as a preview like the hyperscape. Apple and Android XR already have them."
51,6.201752613361001,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,_kZCoW-Qxnc,https://www.youtube.com/watch?v=_kZCoW-Qxnc,100 hours of OpenClaw lessons in 35 minutes,2026-02-15T17:24:39Z,5430,6,22,3,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,"Here's a workaround for if you're like me and your're watching your spending: Since I don't have a paid subscription for Opus 4.6, I downloaded Antigravity (originally for coding but you'll see how this works) and had ""Pi"" work on a coding project. This was partly her idea to be the ""plumber"" for the coding work that didn't need Opus 4.6 and then provide me with the prompts to feed Opus 4.6 in Antigravity. Since she had access to the same folder, she could coordinate her efforts with another, more capable, AI Agent. In the end, I saved a ton of tokens and what I got was probably the best front end design I've ever seen. It makes your dashboard look a little clunky (with all due respect to Henry.) Anyway, I share this because it's a novel use case and very effective."
52,6.2,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UCWkYXtnAuu7VTLPwUcRSB6A,UOSIRa41a_Q,https://www.youtube.com/watch?v=UOSIRa41a_Q,Kylie Behind the Scenes - Halloween Collection,2018-10-08T19:30:08Z,21168,1,3089,378,0,0,0,0,1,0,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; higher engagement,Who lowkey thought it was BTS?
53,6.2,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCIsotCCdTjStPCLyD9iBCCQ,nRArInFnZzo,https://www.youtube.com/watch?v=nRArInFnZzo,Problems Of Every Indian Mom | Indian Family Comedy | Shruti Arjun Anand,2024-03-30T08:30:24Z,11881,1,232,68,0,0,0,0,1,0,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; top-ranked comment; higher engagement,How many bts army here 💜💜😘
54,6.19897238873714,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,Wn5fmdJ7Oxw,https://www.youtube.com/watch?v=Wn5fmdJ7Oxw,are we ready for this?,2026-01-20T19:03:46Z,18297,18,18,4,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,Plot twist - Wes is also AI slop...
55,6.184064585969898,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,opghSX24clM,https://www.youtube.com/watch?v=opghSX24clM,This Broke My Brain - These Humans Aren’t Real,2026-01-29T10:29:06Z,15084,18,6,1,0,0,0,1,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; historically skepticism-rich channel,"I was wondering what was so uncanny valley and I realized that their mouths never open. Completely glued shut, not even a little mouth breathe here and there. At 4:45 you can see the capture artist open their mouth in the original video, but it is not captured in the final product."
56,6.16186348303577,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,U3o5cgG105E,https://www.youtube.com/watch?v=U3o5cgG105E,AI Video Just Went TOO FAR... NOT OK!,2026-02-13T02:25:40Z,3079,19,10,6,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; higher engagement,"I'm actually so happy this came out of China and completely blew up the competition. AI regulationists in America have no power over this, especially as China couldn't care less about copyright. As controversial as this current US administration is, I think they wouldn't dare risk falling behind China's technological capabilities and this going viral hopefully seals the deal on the next 3 years of progress."
